SRR10368106_1.fastq.res,SRR10368107_1.fastq.res,SRR10368108_1.fastq.res,SRR10368109_1.fastq.res,SRR10368110_1.fastq.res,SRR10368111_1.fastq.res,SRR10368112_1.fastq.res,SRR10368113_1.fastq.res,SRR10368114_1.fastq.res,SRR10368115_1.fastq.res,SRR10368116_1.fastq.res,SRR10368117_1.fastq.res,SRR10368118_1.fastq.res,SRR10368119_1.fastq.res,SRR10368120_1.fastq.res,SRR10368121_1.fastq.res,SRR10368122_1.fastq.res,SRR10368123_1.fastq.res,SRR10368124_1.fastq.res,SRR10368125_1.fastq.res,SRR10368126_1.fastq.res,SRR10368127_1.fastq.res,SRR10368128_1.fastq.res,SRR10368129_1.fastq.res,SRR10368130_1.fastq.res,SRR10368131_1.fastq.res,SRR10368132_1.fastq.res,SRR10368133_1.fastq.res,SRR10368134_1.fastq.res,SRR10368135_1.fastq.res,SRR10368136_1.fastq.res,SRR10368137_1.fastq.res,SRR10368138_1.fastq.res,SRR10368139_1.fastq.res,SRR10368140_1.fastq.res,SRR10368141_1.fastq.res,SRR10368142_1.fastq.res,SRR10368143_1.fastq.res,SRR10368144_1.fastq.res,SRR10368145_1.fastq.res,SRR10368146_1.fastq.res,SRR10368147_1.fastq.res,SRR10368148_1.fastq.res,SRR10368149_1.fastq.res,SRR10368150_1.fastq.res,SRR10368151_1.fastq.res,SRR10368152_1.fastq.res,SRR10368153_1.fastq.res,SRR10368154_1.fastq.res,SRR10368155_1.fastq.res,SRR10368156_1.fastq.res,SRR10368157_1.fastq.res,SRR10368158_1.fastq.res,SRR10368159_1.fastq.res,SRR10368160_1.fastq.res,SRR10368161_1.fastq.res,SRR10368162_1.fastq.res,SRR10368163_1.fastq.res,SRR10368164_1.fastq.res,SRR10368165_1.fastq.res,SRR10368166_1.fastq.res,SRR10368167_1.fastq.res,SRR10368168_1.fastq.res,SRR10368169_1.fastq.res,SRR10368170_1.fastq.res,SRR10368171_1.fastq.res,SRR10368172_1.fastq.res,SRR10368173_1.fastq.res,SRR10368174_1.fastq.res,SRR10368175_1.fastq.res,SRR10368176_1.fastq.res,SRR10368177_1.fastq.res,SRR10368178_1.fastq.res,SRR10368179_1.fastq.res,SRR10368180_1.fastq.res,SRR10368181_1.fastq.res,SRR10368182_1.fastq.res,SRR10368183_1.fastq.res,SRR10368184_1.fastq.res,SRR10368185_1.fastq.res,SRR10368186_1.fastq.res,SRR10368187_1.fastq.res,SRR10368188_1.fastq.res,SRR10368189_1.fastq.res,SRR10368190_1.fastq.res,SRR10368191_1.fastq.res,SRR10368192_1.fastq.res,SRR10368193_1.fastq.res,SRR10368194_1.fastq.res,SRR10368195_1.fastq.res,SRR10368196_1.fastq.res,SRR10368197_1.fastq.res,SRR10368198_1.fastq.res,SRR10368199.fastq.res,SRR10368200.fastq.res,SRR10368201.fastq.res,SRR10368202.fastq.res,SRR10368203_1.fastq.res,SRR10368204_1.fastq.res,SRR10368205_1.fastq.res,SRR10368206_1.fastq.res,SRR10368207_1.fastq.res,SRR10368208_1.fastq.res,SRR10368209_1.fastq.res,SRR10368210.fastq.res,SRR10368211_1.fastq.res,SRR10368212_1.fastq.res,SRR12668565_1.fastq.res,SRR12668566_1.fastq.res,SRR12668567_1.fastq.res,SRR12668568_1.fastq.res,SRR12668569_1.fastq.res,SRR12668570_1.fastq.res,SRR12668571_1.fastq.res,SRR12668572_1.fastq.res,SRR12668573_1.fastq.res,SRR12668574_1.fastq.res,SRR12668575_1.fastq.res,SRR12668576_1.fastq.res,SRR12668577_1.fastq.res,SRR12668578_1.fastq.res,SRR12668579_1.fastq.res,SRR12668580_1.fastq.res,SRR12668581_1.fastq.res,SRR12668582_1.fastq.res,SRR12668583_1.fastq.res,SRR12668584_1.fastq.res,SRR12668585_1.fastq.res,SRR12668586_1.fastq.res,SRR12668587_1.fastq.res,SRR12668588_1.fastq.res,SRR12668589_1.fastq.res,SRR12668590_1.fastq.res,SRR12668591_1.fastq.res,SRR12668592_1.fastq.res,SRR12668593_1.fastq.res,SRR12668594_1.fastq.res,SRR12668595_1.fastq.res,SRR12668596_1.fastq.res,SRR12668597_1.fastq.res,SRR12668598_1.fastq.res,SRR12668599_1.fastq.res,SRR12668600_1.fastq.res,SRR12668601_1.fastq.res,SRR12668602_1.fastq.res,SRR12668603_1.fastq.res,SRR12668604_1.fastq.res,SRR12668605_1.fastq.res,SRR12668606_1.fastq.res,SRR12668607_1.fastq.res,SRR12668608_1.fastq.res,SRR12668609_1.fastq.res,SRR12668610_1.fastq.res,SRR12668611_1.fastq.res,SRR12668612_1.fastq.res,SRR12668613_1.fastq.res,SRR12668614_1.fastq.res,SRR12668615_1.fastq.res,SRR12668616_1.fastq.res,SRR12668617_1.fastq.res,SRR12668618_1.fastq.res,SRR12668619_1.fastq.res,SRR12668620_1.fastq.res,SRR12668621_1.fastq.res,SRR12668622_1.fastq.res,SRR12668623_1.fastq.res,SRR12668624_1.fastq.res,SRR12668625_1.fastq.res,SRR12668626_1.fastq.res,SRR12668627_1.fastq.res,SRR12668628_1.fastq.res,SRR12668629_1.fastq.res,SRR12668630_1.fastq.res,SRR12668631_1.fastq.res,SRR12668632_1.fastq.res,SRR12668633_1.fastq.res,SRR12668634_1.fastq.res,SRR12668635_1.fastq.res,SRR12668636_1.fastq.res,SRR12668637_1.fastq.res,SRR12668638_1.fastq.res,SRR12668639_1.fastq.res,SRR12668640_1.fastq.res,SRR12668641_1.fastq.res,SRR12668642_1.fastq.res,SRR12668643_1.fastq.res,SRR6481269.fastq.res,SRR6481270.fastq.res,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,Atopobium sp. ICM42b10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,Atopobium sp. oral taxon 416
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93,0.0,0.0,0.0,0.0,5.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.33,0.0,0.0,0.0,Bacteria,unk_k,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,
6.85,65.37,0.0,33.78,0.0,0.0,0.0,85.69,0.0,29.44,36.63,0.0,0.0,0.0,20.09,0.0,0.0,0.0,51.0,4.58,0.0,19.6,0.0,0.0,0.0,15.07,199.47,5.23,285.33000000000004,0.0,18.310000000000002,0.0,15.0,3.42,0.0,0.0,0.0,0.0,25.54,344.03999999999996,67.8,0.0,25.45,19.62,88.43,16.98,19.48,64.31,14.35,17.35,33.339999999999996,35.94,7.83,9.59,131.73,117.38,36.26,0.0,14.39,17.88,183.11,635.5,30.130000000000003,0.0,6.16,5.47,129.92000000000002,50.38,27.37,0.0,653.98,42.87,0.0,83.0,103.12,0.0,0.0,0.0,0.0,242.47,3.41,77.2,380.84999999999997,162.99,80.16,8.22,430.47,174.38,0.0,18.98,236.27999999999997,51.7,20.94,16.38,7.01,0.0,0.0,102.03999999999999,17.1,35.93,348.41999999999996,3.92,520.9399999999999,0.0,0.0,10.49,47.76,41.48,5.54,15.219999999999999,0.0,535.5799999999999,91.88,3.46,0.0,0.0,19.45,15.27,4.15,55.86,23.560000000000002,0.0,0.0,12.74,0.0,54.06,5.56,0.0,0.0,11.09,0.0,0.0,61.8,11.08,24.919999999999998,18.76,29.05,288.25,540.4599999999999,0.0,94.10000000000001,13.399999999999999,0.0,0.0,11.8,0.0,178.75,35.989999999999995,0.0,0.0,0.0,152.35,45.11,0.0,0.0,0.0,271.69,11.12,0.0,52.879999999999995,17.240000000000002,38.67,6.92,45.14,0.0,7.3,206.37,0.0,9.02,29.69,182.11,51.62,12.52,21.13,25.01,0.0,20.85,3.47,4.17,43.42,0.0,180.59,44.79,24.6,450.29,926.14,0.0,0.0,Bacteria,unk_k,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,uncultured Atopobium sp.
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,Lancefieldella rimae
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella genomosp. C1
0.0,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella sp.
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.34999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.67,3.29,0.0,0.0,0.0,0.0,0.0,0.0,6.17,6.56,0.0,46.5,0.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.51,0.0,0.0,0.0,0.0,0.0,0.0,3682.3300000000004,0.0,0.0,40.4,12.35,0.0,0.0,0.0,0.0,0.0,0.0,4.59,65.34,21.71,0.0,0.0,739.7099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14,0.0,0.0,173.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,uncultured Olsenella sp.
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,unk_g,
0.0,0.0,0.0,0.0,9.43,0.0,0.0,0.0,0.0,0.0,3.92,0.0,0.0,0.0,13.95,0.0,0.0,0.0,0.0,102.49000000000001,0.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52,0.0,0.0,0.0,0.0,0.0,7.19,0.0,10.43,66.85,5.22,0.0,0.0,0.0,18.88,0.0,16.97,13.68,0.0,8.48,4.55,26.71,0.0,0.0,4.57,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.6300000000001,0.0,0.0,9.15,198.02,0.0,0.0,68.55,0.0,0.0,17.89,0.0,9.84,56.8,0.0,0.0,139.73,0.0,0.0,0.0,18.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.39,24.07,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1365.0800000000002,5.52,0.0,0.0,0.0,0.0,0.0,4.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51,12.76,0.0,0.0,Bacteria,unk_k,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,unk_g,uncultured Coriobacteriaceae bacterium
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Adlercreutzia mucosicola
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,0.0,0.0,0.0,0.0,0.0,6.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99,15.72,0.0,0.0,0.0,0.0,17.34,0.0,0.0,3.72,0.0,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.72,0.0,0.0,6.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.47,15.69,8.61,0.0,0.0,35.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Cryptobacterium,uncultured Cryptobacterium sp.
