SRR10849367.fastq.res,SRR13193599_1.fastq.res,SRR3168552_1.fastq.res,SRR3168553_1.fastq.res,SRR3168554_1.fastq.res,SRR3168555_1.fastq.res,SRR3168556_1.fastq.res,SRR3168557_1.fastq.res,SRR3168558_1.fastq.res,SRR5260832_1.fastq.res,SRR5317916_1.fastq.res,SRR5317917_1.fastq.res,SRR5317918_1.fastq.res,SRR5440290_1.fastq.res,SRR6476735_1.fastq.res,SRR6476736_1.fastq.res,SRR6476737_1.fastq.res,SRR6476738_1.fastq.res,SRR6476739_1.fastq.res,SRR6476740_1.fastq.res,SRR6476741_1.fastq.res,SRR6476742_1.fastq.res,SRR6476743_1.fastq.res,SRR6476744_1.fastq.res,SRR6476745_1.fastq.res,SRR6476746_1.fastq.res,SRR6476747_1.fastq.res,SRR6476748_1.fastq.res,SRR8456357_1.fastq.res,SRR8456358_1.fastq.res,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured euryarchaeote
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Archaea,unk_k,Thaumarchaeota,unk_c,Nitrosopumilales,Nitrosopumilaceae,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Archaea,unk_k,Thaumarchaeota,unk_c,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.9,11.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.41,0.0,0.0,0.0,15.57,0.0,0.0,Archaea,unk_k,Thaumarchaeota,unk_c,unk_o,unk_f,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.15,0.0,4.02,0.0,0.0,23.55,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,Archaea,unk_k,Thaumarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured thaumarchaeote
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,0.0,0.0,Archaea,unk_k,unk_p,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.65,23.36,0.0,0.0,14.34,0.0,0.0,0.0,0.0,0.0,3.78,0.0,0.0,0.0,0.0,0.0,0.0,Archaea,unk_k,unk_p,unk_c,unk_o,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.719999999999999,10.27,0.0,0.0,899.39,171.85,72.71,16.4,177.23,4.21,33.790000000000006,0.0,0.0,22.41,106.61000000000001,0.0,0.0,0.0,143.23,0.0,0.0,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.39,64.6,0.0,187.36,311.89,108.38,14.4,22.89,534.29,7.07,23.17,11.49,19.03,0.0,6.21,11.16,0.0,8.41,46.81999999999999,0.0,0.0,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,archaeon enrichment culture clone DGGE-4A
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.84,7.66,236.49,41.47,3.94,23.25,436.46000000000004,11.49,60.66,0.0,16.88,0.0,87.48,24.05,0.0,0.0,58.92,0.0,0.0,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,0.0,0.0,0.0,7.41,0.0,0.0,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured soil archaeon
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidicapsa,Acidicapsa dinghuensis
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.28,12.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidicapsa,uncultured Acidicapsa sp.
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidobacterium,Acidobacterium sp. WY65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.46,0.0,0.0,0.0,7.04,5.01,0.0,0.0,61.36,0.0,11.49,0.0,0.0,0.0,26.05,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidobacterium,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61,6.87,0.0,0.0,19.08,4.61,30.42,81.41,0.0,29.09,11.06,0.0,0.0,45.21,0.0,0.0,7.35,12.08,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidobacterium,uncultured Acidobacterium sp.
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.57,0.0,118.71000000000001,10.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.76,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Candidatus Koribacter,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.68,12.7,85.22,33.9,0.0,0.0,0.0,0.0,51.89,33.11,0.0,0.0,0.0,132.97,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Candidatus Koribacter,uncultured Candidatus Koribacter sp.
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,0.0,6.47,82.16,0.0,0.0,0.0,0.0,8.61,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.21,3.97,22.44,12.42,0.0,0.0,0.0,0.0,6.56,34.19,0.0,0.0,14.34,50.71,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,uncultured Edaphobacter sp.
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.29,74.18,20.78,89.28,0.0,20.0,0.0,0.0,85.9,0.0,7.3,18.41,0.0,0.0,7.26,3.88,0.0,4.75,36.62,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Occallatibacter,Occallatibacter riparius
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0.0,0.0,0.0,0.0,0.0,12.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,uncultured Terriglobus sp.
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,unk_g,Acidobacteriaceae bacterium Gsoil 969
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.37,28.630000000000003,29.71,7.55,4.28,140.75,18.04,132.39,9.25,0.0,10.75,46.879999999999995,0.0,0.0,7.66,10.6,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,unk_g,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,unk_g,bacterium Ellin5227
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.3,4.35,1273.4199999999998,203.13000000000002,0.0,58.27,0.0,0.0,5.9399999999999995,20.67,27.04,0.0,60.78,24.6,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,unk_g,uncultured Acidobacteriaceae bacterium
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,unk_g,uncultured bacterium SJA-149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Acidobacteriales,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,140.89000000000001,8.29,38.22,0.0,7.59,36.63,0.0,3.66,0.0,0.0,4.17,0.0,0.0,11.61,17.990000000000002,0.0,0.0,9.760000000000002,43.56,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Acidobacteriales,unk_f,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.32,73.07,35.96,65.32,49.660000000000004,70.53999999999999,0.0,0.0,122.94,244.22,34.230000000000004,0.0,60.15,227.45,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Acidobacteriales,unk_f,unk_g,
0.0,0.0,0.0,0.0,3.58,0.0,0.0,0.0,0.0,66.57,6.32,0.0,6.19,0.0,599.8100000000001,83.73,114.37,158.75,0.0,134.42,0.0,0.0,171.73,885.43,0.0,0.0,445.69,633.9200000000001,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Acidobacteriales,unk_f,unk_g,uncultured Acidobacteriales bacterium
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Bryobacterales,Bryobacteraceae,Bryobacter,uncultured Bryobacter sp.
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.22,0.0,0.0,0.0,0.0,25.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Bryobacterales,Bryobacteraceae,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.83,0.0,97.67,0.0,0.0,0.0,0.0,0.0,0.0,17.74,0.0,0.0,0.0,8.45,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Bryobacterales,Solibacteraceae,Candidatus Solibacter,Candidatus Solibacter usitatus
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.79,0.0,92.08,51.53,0.0,6.92,0.0,22.17,17.47,47.33,0.0,0.0,0.0,32.22,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Bryobacterales,Solibacteraceae,Candidatus Solibacter,
36.8,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.259999999999998,0.0,233.15,639.6500000000001,0.0,3.15,0.0,0.0,5.12,36.84,13.88,0.0,19.229999999999997,186.08999999999997,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Bryobacterales,Solibacteraceae,Candidatus Solibacter,uncultured Candidatus Solibacter sp.
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.49,11.47,4.84,5.22,5.22,9.09,0.0,0.0,0.0,0.0,8.65,0.0,0.0,0.0,70.64,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Bryobacterales,Solibacteraceae,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Bryobacterales,Solibacteraceae,unk_g,
0.0,0.0,0.0,0.0,0.0,5.12,0.0,0.0,0.0,20.27,10.33,9.31,5.11,0.0,7.77,0.0,10.24,0.0,0.0,0.0,0.0,6.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteria,Acidobacteriia,Bryobacterales,unk_f,,
